date,user_id,revenue
2020-01-09,251,173.48
2020-01-09,252,85.71
2020-01-09,208,79.04
2020-01-09,251,13.13
2020-01-09,316,67.22
2020-01-09,119,79.56
2020-01-09,316,32.77
2020-01-09,317,74.93
2020-01-09,283,60.62
2020-01-09,252,27.09
2020-01-09,244,200.58
2020-01-09,317,18.25
2020-01-09,100,102.41
2020-01-09,316,52.21
2020-01-09,283,4.95
2020-01-09,265,78.0
2020-01-09,265,32.03
2020-01-09,317,58.08
2020-01-09,284,96.46
2020-01-09,284,46.24
2020-01-09,59,127.69
2020-01-09,295,304.33
2020-01-09,302,437.54
2020-01-09,302,52.94
2020-01-09,302,47.46
2020-01-09,302,63.17
2020-01-09,267,108.21
2020-01-09,252,84.34
2020-01-09,265,66.77
2020-01-09,195,209.05
2020-01-09,242,28.46
2020-01-09,97,7.23
2020-01-09,301,104.95
2020-01-10,285,81.26
2020-01-10,284,72.82
2020-01-10,284,25.83
2020-01-10,284,44.24
2020-01-10,284,64.01
2020-01-10,285,15.12
2020-01-10,285,25.31
2020-01-10,252,36.27
2020-01-10,266,29.21
2020-01-10,266,206.94
2020-01-10,284,171.48
2020-01-10,266,122.99
2020-01-10,266,233.62
2020-01-10,172,24.75
2020-01-10,266,43.96
2020-01-10,302,137.78
2020-01-10,284,50.34
2020-01-10,252,38.85
2020-01-10,265,28.98
2020-01-10,219,58.86
2020-01-10,317,16.27
2020-01-10,296,33.34
2020-01-10,242,5.59
2020-01-10,302,43.67
2020-01-10,208,21.53
2020-01-10,302,318.49
2020-01-10,274,295.57
2020-01-10,169,117.47
2020-01-10,295,80.8
2020-01-10,302,72.55
2020-01-10,252,23.05
2020-01-10,132,128.48
2020-01-10,265,57.91
2020-01-10,265,27.88
2020-01-10,252,36.49
2020-01-10,314,26.56
2020-01-10,268,204.61
2020-01-10,302,49.72
2020-01-11,216,159.48
2020-01-11,242,33.34
2020-01-11,242,63.42
2020-01-11,303,32.04
2020-01-11,285,24.15
2020-01-11,100,39.59
2020-01-11,266,55.94
2020-01-11,269,62.43
2020-01-11,300,23.62
2020-01-11,285,20.32
2020-01-11,237,21.79
2020-01-11,317,196.93
2020-01-11,285,29.42
2020-01-11,268,574.14
2020-01-11,296,169.26
2020-01-11,267,17.97
2020-01-11,267,19.45
2020-01-11,267,89.04
2020-01-11,303,57.29
2020-01-11,266,37.57
2020-01-11,295,18.45
2020-01-11,303,30.23
2020-01-11,303,36.96
2020-01-11,303,17.64
2020-01-11,59,103.28
2020-01-11,251,146.9
2020-01-11,252,33.96
2020-01-11,208,153.99
2020-01-11,208,18.53
2020-01-11,253,10.9
2020-01-11,252,110.02
2020-01-11,172,22.37
2020-01-11,253,53.09
2020-01-11,253,37.29
2020-01-11,260,469.3
2020-01-11,221,67.57
2020-01-11,303,81.93
2020-01-11,281,74.24
2020-01-11,213,105.54
2020-01-11,303,18.64
2020-01-11,245,272.57
2020-01-11,303,109.1
2020-01-11,303,21.41
2020-01-11,303,27.14
2020-01-12,198,157.66
2020-01-12,267,26.39
2020-01-12,267,71.24
2020-01-12,304,40.4
2020-01-12,267,53.17
2020-01-12,256,63.96
2020-01-12,317,98.08
2020-01-12,317,32.71
2020-01-12,317,20.79
2020-01-12,253,42.93
2020-01-12,267,31.71
2020-01-12,278,24.36
2020-01-12,263,9.49
2020-01-12,304,105.15
2020-01-12,251,54.86
2020-01-12,304,45.82
2020-01-12,193,8.53
2020-01-12,280,58.48
2020-01-12,304,43.84
2020-01-12,304,29.82
2020-01-12,253,80.09
2020-01-12,304,21.26
2020-01-12,267,114.98
2020-01-12,97,38.48
2020-01-12,253,83.51
2020-01-12,286,149.33
2020-01-12,285,17.97
2020-01-12,285,10.9
2020-01-12,203,45.47
2020-01-12,286,57.59
2020-01-12,286,163.7
2020-01-12,285,9.72
2020-01-12,285,55.99
2020-01-12,278,20.37
2020-01-12,286,28.19
2020-01-12,304,7.77
2020-01-12,267,33.8
2020-01-12,253,176.17
2020-01-12,242,118.67
2020-01-12,208,83.9
2020-01-12,216,314.14
2020-01-12,233,23.1
2020-01-12,253,189.85
2020-01-12,211,22.89
2020-01-12,242,28.48
2020-01-13,243,36.65
2020-01-13,281,102.9
2020-01-13,226,118.49
2020-01-13,287,22.32
2020-01-13,318,17.29
2020-01-13,286,27.97
2020-01-13,286,71.19
2020-01-13,190,40.43
2020-01-13,287,53.79
2020-01-13,305,47.83
2020-01-13,161,74.41
2020-01-13,304,86.42
2020-01-13,305,28.65
2020-01-13,281,44.76
2020-01-13,286,35.96
2020-01-13,286,75.82
2020-01-13,305,17.69
2020-01-13,243,32.77
2020-01-13,286,87.58
2020-01-13,302,23.17
2020-01-13,254,6.3
2020-01-13,254,18.02
2020-01-13,253,33.22
2020-01-13,250,82.27
2020-01-13,287,11.55
2020-01-13,305,21.36
2020-01-13,305,312.73
2020-01-13,153,85.65
2020-01-13,268,57.4
2020-01-13,100,82.32
2020-01-13,239,122.15
2020-01-13,268,21.71
2020-01-13,318,50.91
2020-01-13,225,48.62
2020-01-13,268,62.0
2020-01-14,281,65.54
2020-01-14,229,44.47
2020-01-14,305,124.95
2020-01-14,300,114.68
2020-01-14,251,117.58
2020-01-14,305,46.22
2020-01-14,306,50.79
2020-01-14,305,51.35
2020-01-14,303,92.4
2020-01-14,287,39.89
2020-01-14,243,57.86
2020-01-14,287,72.24
2020-01-14,190,86.9
2020-01-14,268,18.31
2020-01-14,268,47.51
2020-01-14,257,19.1
2020-01-14,268,19.43
2020-01-14,268,31.1
2020-01-14,243,65.31
2020-01-14,287,1.68
2020-01-14,190,123.16
2020-01-14,305,104.42
2020-01-14,306,63.09
2020-01-14,318,19.55
2020-01-14,249,33.17
2020-01-14,318,5.99
2020-01-14,318,31.13
2020-01-14,241,14.7
2020-01-14,147,129.55
2020-01-14,318,175.79
2020-01-14,318,24.07
2020-01-14,312,31.87
2020-01-14,291,128.61
2020-01-14,119,32.88
2020-01-14,254,45.54
2020-01-14,254,45.73
2020-01-14,318,172.72
2020-01-14,153,29.61
2020-01-14,268,24.46
2020-01-14,280,53.03
2020-01-14,287,47.88
2020-01-14,287,21.95
2020-01-14,254,76.44
2020-01-15,208,19.04
2020-01-15,320,98.71
2020-01-15,319,66.05
2020-01-15,318,107.73
2020-01-15,319,30.85
2020-01-15,181,16.16
2020-01-15,319,49.04
2020-01-15,319,52.43
2020-01-15,319,23.84
2020-01-15,254,58.29
2020-01-15,319,16.16
2020-01-15,319,15.93
2020-01-15,198,26.89
2020-01-15,319,40.96
2020-01-15,80,51.08
2020-01-15,319,341.88
2020-01-15,269,315.07
2020-01-15,244,50.85
2020-01-15,269,61.3
2020-01-15,306,55.13
2020-01-15,319,155.04
2020-01-15,241,58.59
2020-01-15,227,27.54
2020-01-15,255,27.2
2020-01-15,269,32.4
2020-01-15,319,89.3
2020-01-15,269,24.99
2020-01-15,269,54.97
2020-01-15,198,127.86
2020-01-15,288,314.54
2020-01-15,288,75.34
2020-01-15,288,67.4
2020-01-15,265,8.03
2020-01-15,288,1073.94
2020-01-15,249,119.72
2020-01-15,283,67.8
2020-01-15,288,11.19
2020-01-15,210,18.01
2020-01-15,288,101.59
2020-01-15,287,58.7
2020-01-15,198,207.19
2020-01-15,76,86.78
2020-01-15,254,111.3
2020-01-15,198,36.78
2020-01-15,269,121.59
2020-01-15,269,33.9
2020-01-15,269,59.89
2020-01-15,265,78.17
2020-01-15,221,149.94
2020-01-15,243,62.9
2020-01-15,304,75.58
2020-01-15,243,41.19
2020-01-15,244,102.49
2020-01-15,252,58.99
2020-01-15,254,28.73
2020-01-16,255,20.62
2020-01-16,320,100.57
2020-01-16,270,20.34
2020-01-16,270,69.27
2020-01-16,130,109.59
2020-01-16,130,142.14
2020-01-16,289,201.12
2020-01-16,277,30.85
2020-01-16,320,53.39
2020-01-16,289,41.9
2020-01-16,255,30.5
2020-01-16,320,79.33
2020-01-16,320,102.9
2020-01-16,320,63.85
2020-01-16,209,31.34
2020-01-16,320,44.84
2020-01-16,255,89.78
2020-01-16,266,56.61
2020-01-16,255,44.07
2020-01-16,270,20.95
2020-01-16,280,66.68
2020-01-16,255,20.79
2020-01-16,217,98.03
2020-01-16,255,30.57
2020-01-16,255,23.0
2020-01-16,288,96.95
2020-01-16,288,35.93
2020-01-16,288,90.63
2020-01-16,288,35.44
2020-01-16,270,27.01
2020-01-16,269,27.4
2020-01-16,264,45.41
2020-01-16,288,20.91
2020-01-16,288,27.12
2020-01-16,278,32.94
2020-01-16,270,26.2
2020-01-16,320,32.08
2020-01-16,320,68.97
2020-01-17,244,54.58
2020-01-17,256,25.0
2020-01-17,245,247.16
2020-01-17,289,27.67
2020-01-17,289,47.36
2020-01-17,252,39.8
2020-01-17,271,72.38
2020-01-17,271,59.89
2020-01-17,184,24.3
2020-01-17,270,27.01
2020-01-17,270,70.82
2020-01-17,201,24.26
2020-01-17,270,29.35
2020-01-17,256,50.19
2020-01-17,255,11.97
2020-01-17,130,73.01
2020-01-17,211,63.07
2020-01-17,244,33.0
2020-01-17,244,78.44
2020-01-17,255,77.86
2020-01-17,199,37.69
2020-01-17,306,20.48
2020-01-17,148,195.09
2020-01-17,306,260.8
2020-01-17,281,168.0
2020-01-17,321,103.79
2020-01-17,266,44.75
2020-01-17,307,145.85
2020-01-17,306,55.29
2020-01-17,320,60.51
2020-01-17,271,23.96
2020-01-17,321,69.77
2020-01-17,306,45.36
2020-01-17,16,120.12
2020-01-17,237,15.75
2020-01-17,316,127.28
2020-01-17,289,145.64
2020-01-18,289,79.35
2020-01-18,243,98.91
2020-01-18,321,276.36
2020-01-18,211,142.73
2020-01-18,203,82.04
2020-01-18,321,19.43
2020-01-18,321,36.22
2020-01-18,63,77.75
2020-01-18,307,52.19
2020-01-18,321,35.05
2020-01-18,245,30.45
2020-01-18,256,71.98
2020-01-18,271,101.59
2020-01-18,270,128.83
2020-01-18,271,62.21
2020-01-18,266,47.23
2020-01-18,271,15.54
2020-01-18,256,23.56
2020-01-18,244,42.66
2020-01-18,206,34.24
2020-01-18,172,6.8
2020-01-18,256,40.45
2020-01-18,224,47.29
2020-01-18,208,7.12
2020-01-18,321,28.76
2020-01-18,243,69.53
2020-01-18,219,102.6
2020-01-18,190,79.5
2020-01-18,289,49.77
2020-01-18,220,199.64
2020-01-18,289,9.83
2020-01-18,289,47.35
2020-01-18,233,87.94
2020-01-18,307,51.05
2020-01-18,245,186.08
2020-01-18,297,74.58
2020-01-18,307,2.25
2020-01-18,290,62.15
2020-01-18,307,56.47
2020-01-18,245,385.04
2020-01-18,274,31.71
2020-01-18,303,7.3
2020-01-18,321,44.18
2020-01-18,245,79.59
2020-01-18,245,92.38
2020-01-18,244,21.58
2020-01-18,244,6.83
2020-01-18,245,475.21
2020-01-18,221,76.5
2020-01-18,293,6.72
2020-01-18,321,28.14
2020-01-19,184,285.8
2020-01-19,271,54.07
2020-01-19,245,100.97
2020-01-19,147,93.17
2020-01-19,263,20.34
2020-01-19,256,43.73
2020-01-19,307,60.9
2020-01-19,307,39.64
2020-01-19,244,101.7
2020-01-19,290,19.96
2020-01-19,272,131.25
2020-01-19,286,43.45
2020-01-19,321,31.29
2020-01-19,256,49.74
2020-01-19,253,36.16
2020-01-19,322,95.37
2020-01-19,307,85.65
2020-01-19,290,42.26
2020-01-19,290,27.77
2020-01-19,281,78.31
2020-01-19,290,28.36
2020-01-19,256,42.26
2020-01-19,256,201.68
2020-01-19,290,42.26
2020-01-19,256,161.03
2020-01-19,245,108.14
2020-01-19,179,90.97
2020-01-20,221,76.28
2020-01-20,246,112.44
2020-01-20,245,102.77
2020-01-20,245,15.71
2020-01-20,291,14.58
2020-01-20,246,37.64
2020-01-20,291,53.24
2020-01-20,203,115.4
2020-01-20,291,99.84
2020-01-20,232,121.52
2020-01-20,272,58.48
2020-01-20,291,30.4
2020-01-20,257,6.8
2020-01-20,291,39.55
2020-01-20,272,132.89
2020-01-20,272,84.47
2020-01-20,272,37.85
2020-01-20,272,50.96
2020-01-20,322,35.24
2020-01-20,307,38.43
2020-01-20,302,113.73
2020-01-20,290,58.2
2020-01-20,305,126.51
2020-01-20,291,28.76
2020-01-20,206,51.3
2020-01-20,322,49.95
2020-01-20,322,20.06
2020-01-20,291,324.14
2020-01-21,209,219.26
2020-01-21,322,60.27
2020-01-21,322,52.49
2020-01-21,322,613.34
2020-01-21,322,20.25
2020-01-21,323,11.07
2020-01-21,141,35.93
2020-01-21,290,137.52
2020-01-21,270,70.98
2020-01-21,225,105.48
2020-01-21,291,11.66
2020-01-21,240,30.51
2020-01-21,98,61.43
2020-01-21,246,19.43
2020-01-21,294,10.45
2020-01-21,245,155.03
2020-01-21,170,5.2
2020-01-21,308,86.99
2020-01-21,308,87.1
2020-01-21,272,251.55
2020-01-21,272,77.3
2020-01-21,273,20.85
2020-01-21,257,42.26
2020-01-21,273,4.04
2020-01-21,257,16.05
2020-01-21,291,34.52
2020-01-21,246,99.27
2020-01-21,257,31.6
2020-01-21,273,25.46
2020-01-22,323,27.25
2020-01-22,216,44.42
2020-01-22,241,74.81
2020-01-22,257,66.27
2020-01-22,249,22.47
2020-01-22,257,141.7
2020-01-22,273,42.15
2020-01-22,308,66.72
2020-01-22,198,197.92
2020-01-22,166,55.94
2020-01-22,273,34.91
2020-01-22,274,19.95
2020-01-22,198,57.69
2020-01-22,292,124.69
2020-01-22,213,20.11
2020-01-22,246,10.9
2020-01-22,240,107.26
2020-01-22,268,12.13
2020-01-22,105,30.85
2020-01-22,273,52.6
2020-01-22,323,21.37
2020-01-22,273,27.98
2020-01-22,292,123.16
2020-01-22,292,46.56
2020-01-22,323,21.79
2020-01-22,323,292.67
2020-01-22,198,33.39
2020-01-22,275,47.99
2020-01-22,299,46.56
2020-01-22,308,10.4
2020-01-22,319,21.36
2020-01-22,308,24.35
2020-01-22,299,30.45
2020-01-22,257,73.28
2020-01-22,258,33.5
2020-01-22,258,16.05
2020-01-22,257,83.11
2020-01-22,264,58.23
2020-01-22,273,176.17
2020-01-22,323,40.64
2020-01-23,292,25.67
2020-01-23,292,20.27
2020-01-23,111,60.8
2020-01-23,258,62.24
2020-01-23,258,31.9
2020-01-23,258,13.39
2020-01-23,309,108.48
2020-01-23,308,17.97
2020-01-23,308,6.67
2020-01-23,258,70.96
2020-01-23,258,34.42
2020-01-23,309,49.4
2020-01-23,292,30.45
2020-01-23,292,28.25
2020-01-23,248,52.4
2020-01-23,154,13.0
2020-01-23,273,83.63
2020-01-23,278,54.92
2020-01-23,274,44.97
2020-01-23,274,54.58
2020-01-23,274,91.59
2020-01-23,208,25.43
2020-01-23,246,13.6
2020-01-23,290,95.34
2020-01-23,302,92.94
2020-01-23,323,54.97
2020-01-23,324,8.82
2020-01-23,324,61.85
2020-01-23,171,50.96
2020-01-23,143,130.35
2020-01-24,274,110.97
2020-01-24,267,18.98
2020-01-24,291,17.4
2020-01-24,293,53.39
2020-01-24,309,31.82
2020-01-24,89,47.7
2020-01-24,244,50.85
2020-01-24,324,114.02
2020-01-24,274,30.24
2020-01-24,309,6.93
2020-01-24,262,62.09
2020-01-24,291,191.2
2020-01-24,292,20.45
2020-01-24,289,125.88
2020-01-24,293,87.35
2020-01-24,257,47.4
2020-01-24,274,56.18
2020-01-24,292,63.73
2020-01-24,323,64.58
2020-01-24,208,189.92
2020-01-24,246,24.15
2020-01-24,295,23.11
2020-01-24,324,31.58
2020-01-24,253,44.97
2020-01-24,98,42.3
2020-01-24,257,54.24
2020-01-24,208,91.42
2020-01-24,59,56.22
2020-01-24,288,216.45
2020-01-24,324,22.71
2020-01-24,258,73.3
2020-01-24,314,69.62
2020-01-24,324,92.45
2020-01-24,258,88.78
2020-01-24,242,30.79
2020-01-25,166,37.23
2020-01-25,260,311.85
2020-01-25,293,45.88
2020-01-25,247,76.74
2020-01-25,247,30.17
2020-01-25,309,16.4
2020-01-25,59,142.85
2020-01-25,324,32.71
2020-01-25,211,52.88
2020-01-25,59,22.15
2020-01-25,321,76.3
2020-01-25,325,59.66
2020-01-25,325,40.74
2020-01-25,281,48.14
2020-01-25,325,104.8
2020-01-25,325,62.09
2020-01-25,274,120.35
2020-01-25,186,43.45
2020-01-25,275,112.72
2020-01-25,274,138.13
2020-01-25,275,298.51
2020-01-25,247,8.82
2020-01-25,309,4.95
2020-01-25,325,16.16
2020-01-25,324,162.02
2020-01-25,275,26.15
2020-01-25,226,76.51
2020-01-25,259,91.02
2020-01-25,251,64.75
2020-01-25,259,71.87
2020-01-25,259,5.59
2020-01-25,208,166.22
2020-01-25,325,46.88
2020-01-25,325,59.95
2020-01-25,266,71.08
2020-01-25,266,185.0
2020-01-25,275,76.39
2020-01-25,245,40.39
2020-01-26,290,15.33
2020-01-26,293,61.59
2020-01-26,293,42.12
2020-01-26,293,110.74
2020-01-26,293,67.97
2020-01-26,293,58.53
2020-01-26,251,32.71
2020-01-26,294,29.44
2020-01-26,259,55.94
2020-01-26,199,25.15
2020-01-26,280,67.87
2020-01-26,309,464.37
2020-01-26,293,61.69
2020-01-26,181,212.0
2020-01-26,259,45.37
2020-01-26,259,76.39
2020-01-26,276,60.17
2020-01-26,294,45.31
2020-01-26,276,98.5
2020-01-26,268,89.4
2020-01-26,226,52.13
2020-01-26,247,57.2
2020-01-26,276,105.77
2020-01-26,274,41.41
2020-01-26,319,72.98
2020-01-26,325,44.8
2020-01-26,325,161.75
2020-01-26,259,155.22
2020-01-26,309,41.02
2020-01-26,294,164.33
2020-01-26,309,199.87
2020-01-26,275,15.82
2020-01-26,183,145.21
2020-01-26,271,41.58
2020-01-26,169,89.16
2020-01-26,275,114.58
2020-01-26,272,48.74
2020-01-26,279,16.5
2020-01-27,310,39.44
2020-01-27,310,63.82
2020-01-27,298,22.32
2020-01-27,308,86.26
2020-01-27,310,29.4
2020-01-27,310,47.69
2020-01-27,294,39.06
2020-01-27,310,49.32
2020-01-27,282,43.1
2020-01-27,310,48.93
2020-01-27,245,246.39
2020-01-27,294,128.42
2020-01-27,307,128.48
2020-01-27,294,53.39
2020-01-27,247,35.88
2020-01-27,307,18.31
2020-01-27,259,10.17
2020-01-27,326,3.78
2020-01-27,320,55.26
2020-01-27,247,69.62
2020-01-27,294,34.63
2020-01-27,294,51.53
2020-01-27,219,276.17
2020-01-27,326,26.27
2020-01-27,259,33.05
2020-01-27,276,185.72
2020-01-27,209,29.65
2020-01-27,209,24.28
2020-01-27,276,24.69
2020-01-27,257,22.88
2020-01-27,260,15.8
2020-01-28,224,88.87
2020-01-28,210,115.34
2020-01-28,284,37.63
2020-01-28,295,68.31
2020-01-28,247,45.88
2020-01-28,326,55.39
2020-01-28,260,18.95
2020-01-28,276,27.97
2020-01-28,293,174.69
2020-01-28,296,113.34
2020-01-28,295,51.77
2020-01-28,310,32.5
2020-01-28,317,202.13
2020-01-28,297,57.7
2020-01-28,295,38.33
2020-01-28,294,58.03
2020-01-28,260,34.8
2020-01-28,292,33.11
2020-01-28,51,279.73
2020-01-28,284,178.09
2020-01-28,205,29.8
2020-01-28,294,31.08
2020-01-28,326,37.7
2020-01-28,326,118.25
2020-01-28,326,166.9
2020-01-28,203,61.95
2020-01-28,326,26.44
2020-01-28,190,47.25
2020-01-28,211,81.2
2020-01-28,242,16.16
2020-01-29,314,30.29
2020-01-29,308,37.28
2020-01-29,311,11.19
2020-01-29,249,141.33
2020-01-29,277,23.0
2020-01-29,298,172.84
2020-01-29,323,272.45
2020-01-29,276,67.5
2020-01-29,289,19.89
2020-01-29,276,293.09
2020-01-29,226,100.43
2020-01-29,277,87.35
2020-01-29,296,114.13
2020-01-29,277,50.79
