date,user_id,action
2020-01-04,250,Take a look
2020-01-04,249,Take a look
2020-01-04,225,Take a look
2020-01-04,240,Confirm
2020-01-04,240,Take a look
2020-01-04,153,Take a look
2020-01-05,300,Take a look
2020-01-05,241,Take a look
2020-01-05,280,Take a look
2020-01-05,280,Take a look
2020-01-05,280,Take a look
2020-01-05,280,Take a look
2020-01-05,248,Take a look
2020-01-05,300,Confirm
2020-01-05,239,Take a look
2020-01-05,263,Take a look
2020-01-05,263,Take a look
2020-01-05,263,Take a look
2020-01-05,263,Take a look
2020-01-05,263,Take a look
2020-01-05,250,Take a look
2020-01-05,225,Take a look
2020-01-05,311,Take a look
2020-01-05,243,Take a look
2020-01-05,299,Take a look
2020-01-05,299,Take a look
2020-01-05,299,Take a look
2020-01-05,296,Take a look
2020-01-05,68,Take a look
2020-01-05,251,Take a look
2020-01-05,258,Take a look
2020-01-05,263,Take a look
2020-01-05,250,Take a look
2020-01-05,300,Take a look
2020-01-05,163,Take a look
2020-01-05,241,Take a look
2020-01-05,241,Confirm
2020-01-05,241,Take a look
2020-01-05,241,Take a look
2020-01-05,241,Take a look
2020-01-05,225,Take a look
2020-01-05,314,Take a look
2020-01-05,299,Take a look
2020-01-05,314,Take a look
2020-01-05,250,Take a look
2020-01-06,315,Confirm
2020-01-06,140,Take a look
2020-01-06,278,Take a look
2020-01-06,117,Take a look
2020-01-06,269,Take a look
2020-01-06,315,Take a look
2020-01-06,300,Spot
2020-01-06,288,Take a look
2020-01-06,281,Take a look
2020-01-06,250,Take a look
2020-01-06,300,Confirm
2020-01-06,300,Take a look
2020-01-06,302,Take a look
2020-01-06,315,Take a look
2020-01-06,220,Take a look
2020-01-06,86,Take a look
2020-01-06,250,Take a look
2020-01-06,164,Take a look
2020-01-06,314,Confirm
2020-01-06,259,Take a look
2020-01-06,297,Take a look
2020-01-06,314,Take a look
2020-01-06,299,Take a look
2020-01-06,206,Take a look
2020-01-06,314,Take a look
2020-01-06,315,Take a look
2020-01-06,215,Take a look
2020-01-06,250,Take a look
2020-01-06,300,Take a look
2020-01-06,185,Take a look
2020-01-06,200,Take a look
2020-01-06,256,Take a look
2020-01-06,281,Take a look
2020-01-06,281,Confirm
2020-01-06,249,Take a look
2020-01-06,248,Take a look
2020-01-06,209,Take a look
2020-01-06,281,Take a look
2020-01-06,244,Take a look
2020-01-06,281,Take a look
2020-01-06,264,Take a look
2020-01-06,125,Take a look
2020-01-06,278,Take a look
2020-01-06,157,Take a look
2020-01-06,296,Take a look
2020-01-06,188,Take a look
2020-01-06,299,Take a look
2020-01-06,300,Take a look
2020-01-06,299,Take a look
2020-01-06,241,Take a look
2020-01-07,281,Take a look
2020-01-07,278,Take a look
2020-01-07,282,Confirm
2020-01-07,282,Take a look
2020-01-07,281,Take a look
2020-01-07,280,Take a look
2020-01-07,281,Take a look
2020-01-07,279,Take a look
2020-01-07,301,Take a look
2020-01-07,301,Confirm
2020-01-07,282,Take a look
2020-01-07,264,Take a look
2020-01-07,264,Take a look
2020-01-07,211,Take a look
2020-01-07,198,Take a look
2020-01-07,250,Take a look
2020-01-07,275,Take a look
2020-01-07,184,Take a look
2020-01-07,301,Take a look
2020-01-07,264,Take a look
2020-01-07,211,Take a look
2020-01-07,315,Take a look
2020-01-07,241,Take a look
2020-01-07,130,Take a look
2020-01-07,241,Take a look
2020-01-07,316,Take a look
2020-01-07,316,Take a look
2020-01-07,236,Take a look
2020-01-07,316,Take a look
2020-01-07,315,Take a look
2020-01-07,285,Take a look
2020-01-07,312,Take a look
2020-01-07,242,Confirm
2020-01-07,315,Take a look
2020-01-07,247,Take a look
2020-01-07,315,Take a look
2020-01-07,305,Take a look
2020-01-07,161,Take a look
2020-01-08,198,Take a look
2020-01-08,283,Take a look
2020-01-08,283,Take a look
2020-01-08,269,Take a look
2020-01-08,10,Take a look
2020-01-08,282,Take a look
2020-01-08,169,Take a look
2020-01-08,251,Take a look
2020-01-08,251,Take a look
2020-01-08,220,Take a look
2020-01-08,283,Take a look
2020-01-08,263,Take a look
2020-01-08,282,Take a look
2020-01-08,251,Take a look
2020-01-08,282,Take a look
2020-01-08,301,Take a look
2020-01-08,282,Take a look
2020-01-08,282,Take a look
2020-01-08,283,Confirm
2020-01-08,181,Take a look
2020-01-08,242,Take a look
2020-01-08,242,Take a look
2020-01-08,138,Take a look
2020-01-08,276,Take a look
2020-01-08,301,Confirm
2020-01-08,301,Take a look
2020-01-08,282,Take a look
2020-01-08,130,Take a look
2020-01-08,264,Confirm
2020-01-08,251,Take a look
2020-01-08,316,Take a look
2020-01-08,264,Take a look
2020-01-08,163,Take a look
2020-01-08,264,Take a look
2020-01-08,316,Take a look
2020-01-08,225,Take a look
2020-01-08,304,Take a look
2020-01-08,313,Take a look
2020-01-08,251,Take a look
2020-01-08,251,Take a look
2020-01-08,251,Take a look
2020-01-08,297,Take a look
2020-01-08,264,Take a look
2020-01-08,264,Take a look
2020-01-08,245,Take a look
2020-01-08,265,Take a look
2020-01-08,203,Take a look
2020-01-08,265,Take a look
2020-01-08,316,Take a look
2020-01-08,316,Take a look
2020-01-08,294,Take a look
2020-01-08,268,Take a look
2020-01-08,201,Take a look
2020-01-08,288,Take a look
2020-01-09,284,Take a look
2020-01-09,284,Take a look
2020-01-09,59,Take a look
2020-01-09,295,Take a look
2020-01-09,302,Take a look
2020-01-09,302,Take a look
2020-01-09,302,Take a look
2020-01-09,302,Take a look
2020-01-09,301,Take a look
2020-01-09,267,Take a look
2020-01-09,252,Take a look
2020-01-09,265,Take a look
2020-01-09,265,Confirm
2020-01-09,195,Take a look
2020-01-09,242,Take a look
2020-01-09,97,Take a look
2020-01-09,265,Take a look
2020-01-09,317,Take a look
2020-01-09,283,Confirm
2020-01-09,100,Take a look
2020-01-09,283,Take a look
2020-01-09,251,Take a look
2020-01-09,252,Take a look
2020-01-09,208,Take a look
2020-01-09,251,Take a look
2020-01-09,316,Take a look
2020-01-09,316,Take a look
2020-01-09,316,Take a look
2020-01-09,316,Take a look
2020-01-09,317,Take a look
2020-01-09,283,Take a look
2020-01-09,252,Take a look
2020-01-09,244,Take a look
2020-01-09,119,Take a look
2020-01-09,317,Take a look
2020-01-10,296,Take a look
2020-01-10,242,Take a look
2020-01-10,302,Take a look
2020-01-10,208,Take a look
2020-01-10,302,Take a look
2020-01-10,302,Take a look
2020-01-10,274,Take a look
2020-01-10,169,Take a look
2020-01-10,295,Take a look
2020-01-10,302,Take a look
2020-01-10,252,Take a look
2020-01-10,132,Take a look
2020-01-10,265,Take a look
2020-01-10,265,Take a look
2020-01-10,252,Take a look
2020-01-10,314,Take a look
2020-01-10,268,Take a look
2020-01-10,219,Take a look
2020-01-10,317,Take a look
2020-01-10,252,Take a look
2020-01-10,265,Take a look
2020-01-10,302,Take a look
2020-01-10,284,Take a look
2020-01-10,284,Take a look
2020-01-10,284,Take a look
2020-01-10,284,Take a look
2020-01-10,285,Take a look
2020-01-10,285,Take a look
2020-01-10,285,Take a look
2020-01-10,252,Take a look
2020-01-10,284,Take a look
2020-01-10,266,Take a look
2020-01-10,284,Take a look
2020-01-10,266,Take a look
2020-01-10,266,Take a look
2020-01-10,172,Take a look
2020-01-10,266,Take a look
2020-01-10,266,Take a look
2020-01-11,59,Take a look
2020-01-11,251,Take a look
2020-01-11,252,Take a look
2020-01-11,208,Take a look
2020-01-11,208,Take a look
2020-01-11,253,Take a look
2020-01-11,253,Spot
2020-01-11,252,Take a look
2020-01-11,172,Take a look
2020-01-11,253,Take a look
2020-01-11,221,Take a look
2020-01-11,260,Take a look
2020-01-11,303,Take a look
2020-01-11,303,Take a look
2020-01-11,245,Take a look
2020-01-11,303,Take a look
2020-01-11,213,Take a look
2020-01-11,281,Take a look
2020-01-11,303,Take a look
2020-01-11,303,Take a look
2020-01-11,303,Take a look
2020-01-11,303,Take a look
2020-01-11,295,Confirm
2020-01-11,303,Take a look
2020-01-11,303,Take a look
2020-01-11,100,Take a look
2020-01-11,285,Take a look
2020-01-11,269,Take a look
2020-01-11,242,Take a look
2020-01-11,242,Take a look
2020-01-11,216,Take a look
2020-01-11,266,Take a look
2020-01-11,300,Take a look
2020-01-11,266,Take a look
2020-01-11,237,Take a look
2020-01-11,317,Take a look
2020-01-11,285,Confirm
2020-01-11,268,Take a look
2020-01-11,296,Take a look
2020-01-11,267,Take a look
2020-01-11,267,Confirm
2020-01-11,267,Take a look
2020-01-11,285,Take a look
2020-01-11,303,Take a look
2020-01-12,286,Take a look
2020-01-12,286,Take a look
2020-01-12,285,Take a look
2020-01-12,285,Take a look
2020-01-12,203,Take a look
2020-01-12,286,Take a look
2020-01-12,286,Take a look
2020-01-12,285,Take a look
2020-01-12,285,Take a look
2020-01-12,278,Take a look
2020-01-12,267,Confirm
2020-01-12,304,Take a look
2020-01-12,211,Take a look
2020-01-12,253,Take a look
2020-01-12,233,Take a look
2020-01-12,242,Take a look
2020-01-12,208,Take a look
2020-01-12,242,Take a look
2020-01-12,216,Take a look
2020-01-12,253,Take a look
2020-01-12,97,Take a look
2020-01-12,253,Take a look
2020-01-12,304,Take a look
2020-01-12,267,Take a look
2020-01-12,267,Take a look
2020-01-12,267,Take a look
2020-01-12,267,Take a look
2020-01-12,267,Take a look
2020-01-12,256,Take a look
2020-01-12,317,Take a look
2020-01-12,317,Take a look
2020-01-12,317,Take a look
2020-01-12,198,Take a look
2020-01-12,253,Take a look
2020-01-12,253,Take a look
2020-01-12,278,Take a look
2020-01-12,263,Take a look
2020-01-12,304,Take a look
2020-01-12,251,Take a look
2020-01-12,304,Take a look
2020-01-12,193,Take a look
2020-01-12,280,Take a look
2020-01-12,304,Take a look
2020-01-12,304,Take a look
2020-01-12,304,Take a look
2020-01-13,254,Take a look
2020-01-13,254,Take a look
2020-01-13,253,Take a look
2020-01-13,286,Take a look
2020-01-13,250,Take a look
2020-01-13,287,Confirm
2020-01-13,305,Take a look
2020-01-13,305,Take a look
2020-01-13,268,Take a look
2020-01-13,153,Take a look
2020-01-13,268,Take a look
2020-01-13,100,Take a look
2020-01-13,239,Take a look
2020-01-13,268,Take a look
2020-01-13,318,Take a look
2020-01-13,225,Take a look
2020-01-13,243,Take a look
2020-01-13,302,Take a look
2020-01-13,305,Take a look
2020-01-13,286,Take a look
2020-01-13,243,Take a look
2020-01-13,226,Take a look
2020-01-13,287,Take a look
2020-01-13,318,Take a look
2020-01-13,286,Take a look
2020-01-13,281,Take a look
2020-01-13,286,Take a look
2020-01-13,286,Take a look
2020-01-13,287,Take a look
2020-01-13,305,Take a look
2020-01-13,161,Take a look
2020-01-13,190,Take a look
2020-01-13,304,Take a look
2020-01-13,305,Take a look
2020-01-13,281,Take a look
2020-01-14,318,Take a look
2020-01-14,249,Take a look
2020-01-14,318,Take a look
2020-01-14,318,Take a look
2020-01-14,241,Take a look
2020-01-14,147,Take a look
2020-01-14,318,Take a look
2020-01-14,318,Take a look
2020-01-14,312,Take a look
2020-01-14,254,Take a look
2020-01-14,119,Take a look
2020-01-14,254,Take a look
2020-01-14,254,Take a look
2020-01-14,318,Take a look
2020-01-14,153,Take a look
2020-01-14,268,Take a look
2020-01-14,280,Take a look
2020-01-14,287,Take a look
2020-01-14,287,Confirm
2020-01-14,306,Take a look
2020-01-14,291,Take a look
2020-01-14,190,Take a look
2020-01-14,251,Take a look
2020-01-14,306,Take a look
2020-01-14,305,Take a look
2020-01-14,303,Take a look
2020-01-14,300,Take a look
2020-01-14,281,Take a look
2020-01-14,305,Take a look
2020-01-14,305,Take a look
2020-01-14,305,Take a look
2020-01-14,287,Take a look
2020-01-14,287,Take a look
2020-01-14,287,Take a look
2020-01-14,190,Take a look
2020-01-14,268,Spot
2020-01-14,268,Take a look
2020-01-14,257,Take a look
2020-01-14,268,Take a look
2020-01-14,268,Take a look
2020-01-14,243,Take a look
2020-01-14,243,Take a look
2020-01-14,229,Take a look
2020-01-15,288,Take a look
2020-01-15,288,Take a look
2020-01-15,288,Spot
2020-01-15,76,Take a look
2020-01-15,288,Take a look
2020-01-15,249,Take a look
2020-01-15,283,Take a look
2020-01-15,288,Take a look
2020-01-15,210,Take a look
2020-01-15,288,Take a look
2020-01-15,287,Take a look
2020-01-15,198,Take a look
2020-01-15,198,Take a look
2020-01-15,254,Take a look
2020-01-15,252,Take a look
2020-01-15,244,Take a look
2020-01-15,243,Take a look
2020-01-15,304,Take a look
2020-01-15,243,Take a look
2020-01-15,254,Take a look
2020-01-15,265,Take a look
2020-01-15,269,Take a look
2020-01-15,269,Take a look
2020-01-15,221,Take a look
2020-01-15,269,Take a look
2020-01-15,198,Take a look
2020-01-15,269,Take a look
2020-01-15,265,Take a look
2020-01-15,241,Take a look
2020-01-15,254,Take a look
2020-01-15,319,Take a look
2020-01-15,319,Take a look
2020-01-15,319,Take a look
2020-01-15,181,Take a look
2020-01-15,319,Take a look
2020-01-15,318,Take a look
2020-01-15,319,Take a look
2020-01-15,320,Take a look
2020-01-15,208,Take a look
2020-01-15,319,Take a look
2020-01-15,319,Take a look
2020-01-15,319,Take a look
2020-01-15,319,Take a look
2020-01-15,80,Take a look
2020-01-15,319,Take a look
2020-01-15,198,Take a look
2020-01-15,269,Take a look
2020-01-15,244,Take a look
2020-01-15,269,Confirm
2020-01-15,306,Take a look
2020-01-15,319,Take a look
2020-01-15,269,Take a look
2020-01-15,227,Take a look
2020-01-15,255,Take a look
2020-01-15,269,Confirm
2020-01-16,270,Take a look
2020-01-16,255,Take a look
2020-01-16,217,Take a look
2020-01-16,255,Take a look
2020-01-16,255,Take a look
2020-01-16,288,Take a look
2020-01-16,288,Take a look
2020-01-16,288,Take a look
2020-01-16,288,Take a look
2020-01-16,320,Take a look
2020-01-16,269,Take a look
2020-01-16,264,Take a look
2020-01-16,288,Take a look
2020-01-16,288,Take a look
2020-01-16,278,Take a look
2020-01-16,270,Take a look
2020-01-16,270,Confirm
2020-01-16,280,Take a look
2020-01-16,320,Take a look
2020-01-16,255,Take a look
2020-01-16,255,Take a look
2020-01-16,320,Take a look
2020-01-16,270,Take a look
2020-01-16,270,Take a look
2020-01-16,130,Take a look
2020-01-16,130,Take a look
2020-01-16,289,Take a look
2020-01-16,255,Take a look
2020-01-16,277,Take a look
2020-01-16,266,Take a look
2020-01-16,289,Take a look
2020-01-16,255,Take a look
2020-01-16,320,Take a look
2020-01-16,320,Take a look
2020-01-16,320,Take a look
2020-01-16,320,Take a look
2020-01-16,209,Take a look
2020-01-16,320,Take a look
2020-01-17,306,Take a look
2020-01-17,148,Take a look
2020-01-17,306,Confirm
2020-01-17,306,Take a look
2020-01-17,281,Take a look
2020-01-17,321,Take a look
2020-01-17,266,Take a look
2020-01-17,307,Take a look
2020-01-17,316,Take a look
2020-01-17,320,Take a look
2020-01-17,271,Take a look
2020-01-17,321,Take a look
2020-01-17,306,Take a look
2020-01-17,16,Take a look
2020-01-17,237,Take a look
2020-01-17,289,Take a look
2020-01-17,255,Take a look
2020-01-17,199,Take a look
2020-01-17,244,Take a look
2020-01-17,130,Take a look
2020-01-17,244,Take a look
2020-01-17,244,Take a look
2020-01-17,256,Confirm
2020-01-17,245,Take a look
2020-01-17,289,Take a look
2020-01-17,289,Take a look
2020-01-17,252,Take a look
2020-01-17,271,Take a look
2020-01-17,271,Take a look
2020-01-17,211,Take a look
2020-01-17,270,Take a look
2020-01-17,270,Confirm
2020-01-17,184,Take a look
2020-01-17,201,Take a look
2020-01-17,270,Confirm
2020-01-17,256,Take a look
2020-01-17,255,Take a look
2020-01-18,289,Take a look
2020-01-18,220,Take a look
2020-01-18,289,Take a look
2020-01-18,289,Confirm
2020-01-18,233,Take a look
2020-01-18,307,Spot
2020-01-18,245,Take a look
2020-01-18,245,Take a look
2020-01-18,297,Take a look
2020-01-18,307,Confirm
2020-01-18,290,Take a look
2020-01-18,307,Take a look
2020-01-18,293,Take a look
2020-01-18,274,Take a look
2020-01-18,303,Take a look
2020-01-18,321,Take a look
2020-01-18,245,Take a look
2020-01-18,243,Take a look
2020-01-18,245,Take a look
2020-01-18,244,Take a look
2020-01-18,244,Take a look
2020-01-18,245,Take a look
2020-01-18,221,Take a look
2020-01-18,321,Take a look
2020-01-18,219,Take a look
2020-01-18,190,Take a look
2020-01-18,321,Take a look
2020-01-18,224,Take a look
2020-01-18,63,Take a look
2020-01-18,321,Take a look
2020-01-18,203,Take a look
2020-01-18,321,Take a look
2020-01-18,321,Take a look
2020-01-18,211,Take a look
2020-01-18,321,Take a look
2020-01-18,243,Take a look
2020-01-18,289,Confirm
2020-01-18,307,Take a look
2020-01-18,245,Take a look
2020-01-18,208,Take a look
2020-01-18,271,Take a look
2020-01-18,270,Take a look
2020-01-18,271,Take a look
2020-01-18,266,Take a look
2020-01-18,271,Take a look
2020-01-18,256,Take a look
2020-01-18,244,Take a look
2020-01-18,256,Take a look
2020-01-18,206,Take a look
2020-01-18,172,Take a look
2020-01-18,256,Take a look
2020-01-19,307,Take a look
2020-01-19,290,Take a look
2020-01-19,290,Take a look
2020-01-19,290,Take a look
2020-01-19,281,Take a look
2020-01-19,179,Take a look
2020-01-19,256,Take a look
2020-01-19,256,Take a look
2020-01-19,256,Take a look
2020-01-19,290,Take a look
2020-01-19,256,Take a look
2020-01-19,245,Take a look
2020-01-19,253,Take a look
2020-01-19,322,Take a look
2020-01-19,321,Take a look
2020-01-19,272,Take a look
2020-01-19,184,Take a look
2020-01-19,271,Take a look
2020-01-19,245,Take a look
2020-01-19,147,Take a look
2020-01-19,263,Take a look
2020-01-19,286,Take a look
2020-01-19,307,Take a look
2020-01-19,307,Take a look
2020-01-19,244,Take a look
2020-01-19,256,Take a look
2020-01-19,290,Take a look
2020-01-20,290,Take a look
2020-01-20,272,Take a look
2020-01-20,272,Take a look
2020-01-20,272,Take a look
2020-01-20,307,Take a look
2020-01-20,302,Take a look
2020-01-20,291,Take a look
2020-01-20,305,Take a look
2020-01-20,291,Take a look
2020-01-20,206,Take a look
2020-01-20,322,Take a look
2020-01-20,322,Take a look
2020-01-20,272,Take a look
2020-01-20,322,Take a look
2020-01-20,257,Take a look
2020-01-20,246,Take a look
2020-01-20,246,Take a look
2020-01-20,245,Take a look
2020-01-20,245,Take a look
2020-01-20,221,Take a look
2020-01-20,291,Take a look
2020-01-20,291,Take a look
2020-01-20,291,Take a look
2020-01-20,291,Take a look
2020-01-20,203,Take a look
2020-01-20,291,Take a look
2020-01-20,232,Take a look
2020-01-20,272,Take a look
2020-01-21,308,Take a look
2020-01-21,308,Take a look
2020-01-21,257,Take a look
2020-01-21,272,Take a look
2020-01-21,272,Confirm
2020-01-21,273,Take a look
2020-01-21,273,Take a look
2020-01-21,273,Take a look
2020-01-21,257,Take a look
2020-01-21,291,Take a look
2020-01-21,246,Take a look
2020-01-21,257,Spot
2020-01-21,245,Take a look
2020-01-21,170,Take a look
2020-01-21,246,Take a look
2020-01-21,240,Take a look
2020-01-21,209,Take a look
2020-01-21,294,Take a look
2020-01-21,322,Take a look
2020-01-21,322,Take a look
2020-01-21,322,Take a look
2020-01-21,322,Confirm
2020-01-21,323,Take a look
2020-01-21,98,Take a look
2020-01-21,290,Take a look
2020-01-21,141,Take a look
2020-01-21,270,Take a look
2020-01-21,225,Take a look
2020-01-21,291,Take a look
2020-01-22,292,Take a look
2020-01-22,292,Take a look
2020-01-22,319,Take a look
2020-01-22,323,Take a look
2020-01-22,198,Take a look
2020-01-22,323,Take a look
2020-01-22,275,Take a look
2020-01-22,299,Take a look
2020-01-22,308,Take a look
2020-01-22,323,Take a look
2020-01-22,308,Confirm
2020-01-22,299,Take a look
2020-01-22,257,Take a look
2020-01-22,258,Take a look
2020-01-22,258,Take a look
2020-01-22,257,Take a look
2020-01-22,264,Take a look
2020-01-22,273,Take a look
2020-01-22,273,Take a look
2020-01-22,323,Take a look
2020-01-22,273,Take a look
2020-01-22,268,Take a look
2020-01-22,216,Take a look
2020-01-22,241,Take a look
2020-01-22,257,Take a look
2020-01-22,249,Take a look
2020-01-22,257,Take a look
2020-01-22,273,Take a look
2020-01-22,308,Take a look
2020-01-22,323,Take a look
2020-01-22,198,Take a look
2020-01-22,105,Take a look
2020-01-22,273,Take a look
2020-01-22,274,Take a look
2020-01-22,198,Take a look
2020-01-22,292,Take a look
2020-01-22,213,Take a look
2020-01-22,166,Take a look
2020-01-22,246,Confirm
2020-01-22,240,Take a look
2020-01-23,154,Confirm
2020-01-23,274,Take a look
2020-01-23,274,Take a look
2020-01-23,290,Take a look
2020-01-23,274,Take a look
2020-01-23,208,Take a look
2020-01-23,246,Confirm
2020-01-23,143,Take a look
2020-01-23,302,Take a look
2020-01-23,323,Take a look
2020-01-23,324,Take a look
2020-01-23,324,Confirm
2020-01-23,171,Take a look
2020-01-23,273,Take a look
2020-01-23,278,Take a look
2020-01-23,248,Take a look
2020-01-23,292,Take a look
2020-01-23,292,Take a look
2020-01-23,292,Take a look
2020-01-23,111,Take a look
2020-01-23,258,Take a look
2020-01-23,258,Confirm
2020-01-23,258,Take a look
2020-01-23,292,Take a look
2020-01-23,308,Take a look
2020-01-23,308,Take a look
2020-01-23,258,Take a look
2020-01-23,309,Take a look
2020-01-23,258,Take a look
2020-01-23,309,Take a look
2020-01-24,246,Take a look
2020-01-24,295,Take a look
2020-01-24,324,Take a look
2020-01-24,208,Take a look
2020-01-24,253,Take a look
2020-01-24,98,Take a look
2020-01-24,257,Take a look
2020-01-24,242,Take a look
2020-01-24,59,Take a look
2020-01-24,288,Take a look
2020-01-24,324,Take a look
2020-01-24,258,Take a look
2020-01-24,314,Take a look
2020-01-24,324,Take a look
2020-01-24,258,Take a look
2020-01-24,323,Take a look
2020-01-24,208,Take a look
2020-01-24,274,Take a look
2020-01-24,292,Take a look
2020-01-24,292,Take a look
2020-01-24,267,Take a look
2020-01-24,291,Take a look
2020-01-24,293,Take a look
2020-01-24,309,Take a look
2020-01-24,89,Take a look
2020-01-24,274,Take a look
2020-01-24,244,Take a look
2020-01-24,257,Take a look
2020-01-24,274,Take a look
2020-01-24,309,Take a look
2020-01-24,262,Take a look
2020-01-24,291,Take a look
2020-01-24,324,Take a look
2020-01-24,289,Take a look
2020-01-24,293,Take a look
2020-01-25,309,Confirm
2020-01-25,325,Take a look
2020-01-25,324,Take a look
2020-01-25,275,Take a look
2020-01-25,259,Take a look
2020-01-25,226,Take a look
2020-01-25,259,Take a look
2020-01-25,251,Take a look
2020-01-25,245,Take a look
2020-01-25,259,Take a look
2020-01-25,208,Take a look
2020-01-25,325,Take a look
2020-01-25,325,Take a look
2020-01-25,266,Take a look
2020-01-25,266,Take a look
2020-01-25,275,Take a look
2020-01-25,274,Take a look
2020-01-25,275,Take a look
2020-01-25,247,Take a look
2020-01-25,275,Take a look
2020-01-25,274,Take a look
2020-01-25,293,Take a look
2020-01-25,247,Take a look
2020-01-25,247,Take a look
2020-01-25,309,Confirm
2020-01-25,59,Take a look
2020-01-25,166,Take a look
2020-01-25,324,Take a look
2020-01-25,186,Take a look
2020-01-25,59,Take a look
2020-01-25,321,Take a look
2020-01-25,325,Take a look
2020-01-25,325,Take a look
2020-01-25,281,Take a look
2020-01-25,325,Take a look
2020-01-25,325,Take a look
2020-01-25,211,Take a look
2020-01-25,260,Take a look
2020-01-26,247,Take a look
2020-01-26,226,Take a look
2020-01-26,274,Take a look
2020-01-26,319,Take a look
2020-01-26,325,Take a look
2020-01-26,325,Take a look
2020-01-26,294,Take a look
2020-01-26,259,Take a look
2020-01-26,309,Take a look
2020-01-26,279,Take a look
2020-01-26,309,Take a look
2020-01-26,275,Take a look
2020-01-26,183,Take a look
2020-01-26,271,Take a look
2020-01-26,169,Take a look
2020-01-26,275,Take a look
2020-01-26,272,Take a look
2020-01-26,268,Take a look
2020-01-26,276,Take a look
2020-01-26,276,Confirm
2020-01-26,276,Take a look
2020-01-26,293,Take a look
2020-01-26,293,Take a look
2020-01-26,293,Take a look
2020-01-26,293,Take a look
2020-01-26,293,Take a look
2020-01-26,251,Take a look
2020-01-26,290,Take a look
2020-01-26,294,Take a look
2020-01-26,294,Take a look
2020-01-26,199,Take a look
2020-01-26,280,Take a look
2020-01-26,309,Take a look
2020-01-26,293,Take a look
2020-01-26,181,Confirm
2020-01-26,259,Take a look
2020-01-26,259,Take a look
